supplier,recipient,ordered,designation_num,weapon_description,delivery_year,delivered_num,comments
" United States
", Australia,, 80, Standard Missile-2MR, (2016), 2017-2018, (80)
" United States
", Australia,, (500), WGU-59 APKWS, 2016, 2018, (500)
" United States
", Australia,, (10), AGM-88E AARGM, 2018, , 
" United States
", Australia,, (450), AIM-120D AMRAAM, (2018), , 
" United States
", Australia,, (3900), GBU-53/B StormBreaker, (2018), , 
" United States
", Australia,, 6, MQ-4C Triton, 2018, , 
" United States
", Australia,, (12), MQ-9 Reaper, 2018, , 
" United States
", Austria, (32), 6BT, Diesel engine, 2018, (10), For 32 BvS-10 APC from Sweden
" United States
", Bahrain, (519), M-113, APC, 2017-2018, (201), Second-hand |  M-113A2 and M-577A2 version
" United States
", Bahrain,, (264), BGM-71 TOW, 2016, 2017-2018, (264)
" United States
", Bahrain,, (25), AAQ-33 Sniper, 2017, , 
" United States
", Bahrain,, (26), APG-83 SABR, 2017, , 
" United States
", Bahrain,, (221), BGM-71F TOW-2B, 2017, 2018, (221)
" United States
", Bahrain,, (26), F110, 2017, , 
" United States
", Bahrain,, 16, F-16V, 2017, , 
" United States
", Bahrain,, (14), AGM-114L HELLFIRE, (2018), , 
" United States
", Bahrain,, 12, AH-1Z Viper, 2018, , 
" United States
", Bahrain,, 2, Swiftships-35, 2018, , 
" United States
", Bahrain,, (2), T-700, (2018), , 
" United States
", Bahrain,, 56, WGU-59 APKWS, 2018, , 
" United States
", Bangladesh, 4, TPE-331, Turboprop, , , For 2 Do-228 MP aircraft from Germany
" United States
", Belgium, (33), AIM-9X Sidewinder, SRAAM, 2016-2018, (33), 
" United States
", Belgium,, , RIM-162 ESSM Block-2, (2014), , 
" United States
", Belgium,, 263, JDAM, (2016), 2017-2018, (263)
" United States
", Belgium,, (4), F135-100, (2018), , 
" United States
", Belgium,, (34), F-35A Litening-2, (2018), , 
" United States
", Belgium,, (2), MQ-9 Reaper, (2018), , 
" United States
", Botswana, 1, C-212, Transport aircraft, 2018, 1, Second-hand
" United States
", Brazil, 4, C-1 Trader, Light transport ac, , , Second-hand |  modernized to KC-2 Turbo Trader tanker/transport aircraft in USA before delivery |  2-4 more delivered for spare parts |  delivery planned 2021
" United States
", Brazil,, 8, APS-143(V), (2013), , 
" United States
", Brazil,, 32, M-109A5 155mm, 2013, , 
" United States
", Brazil,, (16), T-800, 2014, 2018, (6)
" United States
", Brazil,, (236), 6V-53, 2015, 2017-2018, (180)
" United States
", Brazil,, 23, AAV-7RAM/RS, 2015, 2017-2018, (23)
" United States
", Brazil,, (36), F414, (2015), , 
" United States
", Brazil,, (36), M-109A5 155mm, 2017, 2018, 36
" United States
", Brazil,, 4, Shorts-360, 2017, , 
" United States
", Brazil,, 40, M-992 FAASV, 2018, 2018, 40
" United States
", Brazil,, 4, Shorts-360, 2018, , 
" United States
", Cameroon, 2, Cessna-208 Caravan, Light transport ac, 2018, 2, For surveillance |  $4.3 m aid
" United States
", Canada, (550), C-9, Diesel engine, 2013-2018, (550), For modernization of 550 LAV-3 (Piranha-3) IFV and APC to LAV-UP/LAV-6.0
" United States
", Canada,, (1000), M-1156 PGK, (2013), 2016-2018, (1000)
" United States
", Canada,, (32), AIM-120D AMRAAM, (2017), , 
" United States
", Canada,, (141), C-9, 2017, , 
" United States
", Canada,, , RIM-162 ESSM Block-2, (2017), , 
" United States
", Colombia, (10), Bell-205/UH-1 Huey-2, Helicopter, 2013-2018, (6), Second-hand UH-1H rebuilt to UH-1H-2
" United States
", Colombia,, (6), S-70/UH-60L, 2018, , 
" United States
", Cote d'Ivoire, 2, CT7, Turboprop, , , For 1 CN-235 transport aircraft from Indonesia
" United States
", Croatia, (100), AGM-114A HELLFIRE, Anti-tank missile, 2017-2018, (100), For OH-58D combat helicopters
" United States
", Croatia,, 2, S-70/UH-60L, (2018), , 
" United States
", Czechia, (7), FJ44-4, Turbofan, , , FJ44-4M version |  for rebuild of 7 L-39 to L-39NG
" United States
", Czechia,, (50), FGM-148 Javelin, (2016), 2018, (50)
" United States
", Czechia,, , JDAM, (2016), , 
" United States
", Czechia,, 20, ISC, 2017, , 
" United States
", Czechia,, 4, TH-28/480, 2017, 2018, (2)
" United States
", Czechia,, 62, VT-400, (2017), , 
" United States
", Denmark, 9, MH-60R Seahawk, ASW helicopter, 2016-2018, 9, $686 m deal |  MH-60R version
" United States
", Denmark,, , RIM-162 ESSM Block-2, (2014), , 
" United States
", Denmark,, (3), F135-100, (2016), , 
" United States
", Denmark,, 50, Standard Missile-2MR, 2018, , 
" United States
", Egypt, 400, Caiman, APC, 2016-2018, (400), Second-hand |  aid
" United States
", Egypt,, 65, AAQ-14 LANTIRN, 2016, 2018, (30)
" United States
", Egypt,, (2), C-130J Hercules, (2016), , 
" United States
", Egypt,, 20, RGM-84L Harpoon-2, (2016), 2017, (10)
" United States
", Egypt,, (7), Swiftships-93, 2016, 2018, (4)
" United States
", Egypt,, 68, Caiman, 2017, 2018, (68)
" United States
", Egypt,, 8, MPQ-64 Sentinel, 2017, , 
" United States
", Estonia, 2, M28 Skytruck, Light transport ac, , , Second-hand |  aid
" United States
", Ethiopia, 1, C-130E Hercules, Transport aircraft, 2018, 1, Second-hand |  aid
" United States
", Finland, (70), AGM-158A JASSM, ASM, 2016-2018, (57), EUR179 m deal
" United States
", Finland,, 180, GMLRS, 2016, 2017-2018, (180)
" United States
", Finland,, , GMLRS, 2018, , 
" United States
", France, (8), LM-2500, Gas turbine, 2012-2018, 5, For 8 Aquitaine (FREMM) frigates produced in France |  from Italian production line
" United States
", France,, (4), AE-2100, (2016), 2018, (2)
" United States
", France,, 2, C-130J-30 Hercules, 2016, 2017-2018, 2
" United States
", France,, 2, KC-130J Hercules, 2016, , 
" United States
", France,, 2, King Air, 2016, 2018, 1
" United States
", France,, , FGM-148 Javelin, 2018, , 
" United States
", France,, 6, MQ-9 Reaper, 2018, , 
" United States
", Georgia, (410), FGM-148 Javelin, Anti-tank missile, 2018, (205), 
" United States
", Germany, 4, LM-2500, Gas turbine, , , For 4 Baden-Wuerttemberg (Type-125) frigates produced in FRG
" United States
", Germany,, (1000), JDAM, 2008, 2012-2018, (1000)
" United States
", Germany,, , RIM-162 ESSM Block-2, (2014), , 
" United States
", Germany,, (4), MQ-4C Triton, (2017), , 
" United States
", Germany,, 6, C-130J Hercules, (2018), , 
" United States
", Greece, , RIM-162 ESSM Block-2, SAM, , , Selected 2014 but probably not yet ordered by end-2018
" United States
", Greece,, 3, T55-L, 2015, 2018, (3)
" United States
", Greece,, , JDAM, (2016), , 
" United States
", Greece,, 46, Bell-206/OH-58D(I), 2017, 2018, (46)
" United States
", Greece,, (85), APG-83 SABR, 2018, , 
" United States
", Guatemala, (2), PA-28 Cherokee, Light aircraft, 2018, 2, Archer version
" United States
", Guatemala,, 4, Cessna-208 Caravan, 2018, 2018, (2)
" United States
", Guatemala,, 1, Cessna-208 Caravan, 2018, 2018, 1
" United States
", Honduras, 3, Cessna-208 Caravan, Light transport ac, 2015-2018, 3, Aid |  Cessna-20B version
" United States
", India, 4, LM-2500, Gas turbine, , , For 1 Vikrant (IAC or Project-71) aircraft carrier produced in India |  from Italian production line
" United States
", India,, 24, F404, 2007, 2016-2018, (9)
" United States
", India,, 6, AE-3007, 2008, 2017-2018, (6)
" United States
", India,, 99, F414, (2012), , 
" United States
", India,, (245), FIM-92 Stinger, (2013), , 
" United States
", India,, (542), AGM-114K HELLFIRE, 2015, , 
" United States
", India,, (812), AGM-114L HELLFIRE, 2015, , 
" United States
", India,, 15, CH-47F Chinook, 2015, , 
" United States
", India,, (6), T-700, (2015), , 
" United States
", India,, 12, APG-78 Longbow, 2016, , 
" United States
", India,, 1, C-130J-30 Hercules, (2016), , 
" United States
", India,, 12, RGM-84L Harpoon-2, 2016, 2018, 12
" United States
", India,, (24), TPE-331, (2016), , 
" United States
", India,, 1, C-17A Globemaster-3, 2017, , 
" United States
", India,, , AIM-120D AMRAAM, (2018), , 
" United States
", India,, (200), F-125, (2018), , 
" United States
", India,, , MPQ-64 Sentinel, (2018), , 
" United States
", Indonesia, (76), CT7, Turboprop, 1993-2014, (52), CT-7-9C3 version for 38 CN-235 transport and CN-235MPA MP aircraft produced in Indonesia
" United States
", Indonesia,, (4), APG-78 Longbow, (2012), 2017-2018, (4)
" United States
", Indonesia,, (3), T-700, (2012), 2018, (3)
" United States
", Indonesia,, (140), AGM-114K HELLFIRE, 2014, 2017-2018, (140)
" United States
", Indonesia,, 8, AH-64E Apache Guardian, (2014), 2017-2018, 8
" United States
", Indonesia,, 11, HELRAS, 2014, , 
" United States
", Indonesia,, (160), F414, (2016), , 
" United States
", Indonesia,, , ISC, 2016, 2017, (4)
" United States
", Indonesia,, (24), AAQ-33 Sniper, 2017, , 
" United States
", Indonesia,, (36), AIM-120C AMRAAM, 2017, , 
" United States
", Indonesia,, 14, AIM-9X Sidewinder, 2017, 2018, (14)
" United States
", Indonesia,, 9, Bell-412, (2018), , 
" United States
", Indonesia,, 5, C-130J Hercules, (2018), , 
" United States
", Indonesia,, 4, ScanEagle, 2018, , 
" United States
", Iraq, (2000), WGU-59 APKWS, ASM, 2016-2018, (2000), 
" United States
", Iraq,, 24, M-198 155mm, 2016, 2017-2018, (24)
" United States
", Israel, 4, C-130J Hercules, Transport aircraft, 2016-2018, (4), Israeli designation Samson
" United States
", Israel,, 150, M-270 chassis, 2014, , 
" United States
", Israel,, 4100, GBU-39 SDB, (2015), 2018, (1300)
" United States
", Israel,, (25), APG-82, (2016), , 
" United States
", Israel,, (1000), GMLRS, 2016, 2017-2018, (1000)
" United States
", Israel,, (50), 8V-92TA, 2017, 2018, (25)
" United States
", Israel,, 1, Gulfstream-5, (2017), , 
" United States
", Israel,, 8, S-70B/SH-60B Seahawk, (2017), , 
" United States
", Italy, 46, HELRAS, ASW sonar, 2011-2018, (38), For 46 NH-90 ASW helicopters produced in Italy |  from FRG production line
" United States
", Italy,, (36), F-124, 2009, 2011-2018, (36)
" United States
", Italy,, (50), AGM-114L HELLFIRE, (2015), , 
" United States
", Italy,, (50), JDAM, (2015), , 
" United States
", Italy,, (50), Paveway, (2015), , 
" United States
", Italy,, (5), FJ44-4, 2016, , 
" United States
", Jamaica, 1, King Air Maritime, MP aircraft, 2018, 1, $23 m. deal
" United States
", Jamaica,, 1, Bell-412, (2018), , 
" United States
", Jamaica,, 3, Bell-429, (2018), 2018, 2
" United States
", Japan, (56), AE-2100, Turboprop, 2007-2018, (28), For 14 US-2 (US-1AKai) MP aircraft produced in Japan |  AE-2100J version
" United States
", Japan,, (80), CF-6/F-103, (2006), 2016-2018, (16)
" United States
", Japan,, (11), AQS-24, 2011, 2014-2018, (6)
" United States
", Japan,, (5), F135-100, (2012), 2018, (1)
" United States
", Japan,, (32), AAV-7RAM/RS, (2013), 2014-2018, (32)
" United States
", Japan,, (4), LM-2500, (2013), 2018, 2
" United States
", Japan,, 4, Mk-15 Phalanx, (2013), 2018, 2
" United States
", Japan,, 2, Mk-41, (2013), 2018, 1
" United States
", Japan,, 2, Mk-45-4 127mm, (2013), 2018, 1
" United States
", Japan,, , AIM-9X Sidewinder, 2015, 2017-2018, (17)
" United States
", Japan,, 4, E-2D Hawkeye, 2015, , 
" United States
", Japan,, (2), T56, (2015), , 
" United States
", Japan,, (17), V-22 Osprey, 2015, 2018, (5)
" United States
", Japan,, (4), RIM-161D SM-3 Block-2, (2016), , 
" United States
", Japan,, 2, SPY-1F, 2016, , 
" United States
", Japan,, (46), Standard Missile-2MR, (2016), , 
" United States
", Japan,, (56), AIM-120C AMRAAM, 2017, , 
" United States
", Japan,, 4, Caterpillar-3126, (2017), 2018, 4
" United States
", Japan,, 6, CH-47F Chinook, (2017), , 
" United States
", Japan,, , GBU-39 SDB, 2017, , 
" United States
", Japan,, , RIM-161D SM-3 Block-2, 2017, , 
" United States
", Japan,, 3, RQ-4A Global Hawk, 2017, , 
" United States
", Japan,, 8, SeaRAM, (2017), , 
" United States
", Japan,, 2, AEGIS Ashore, (2018), , 
" United States
", Japan,, , AGM-114K HELLFIRE, 2018, , 
" United States
", Japan,, (1), APY-9, (2018), , 
" United States
", Japan,, (9), E-2D Hawkeye, (2018), , 
" United States
", Japan,, (63), F-35A Litening-2, 2018, , 
" United States
", Japan,, (42), F-35B Litening-2, 2018, , 
" United States
", Japan,, (10), T56, (2018), , 
" United States
", Jordan, 200, Caiman, APC, 2016-2018, (200), Second-hand |  aid
" United States
", Jordan,, (50), ISB4, 2014, 2016-2018, (25)
" United States
", Jordan,, 200, RG-33, (2014), 2018, (100)
" United States
", Jordan,, , JDAM, (2015), 2018, (198)
" United States
", Jordan,, (300), BGM-71 TOW, 2016, 2016-2018, (300)
" United States
", Jordan,, 144, GMLRS, 2016, 2017-2018, (144)
" United States
", Jordan,, 300, M-113, 2016, 2017-2018, 300
" United States
", Jordan,, (9), TPQ-36 Firefinder, 2016, , 
" United States
", Jordan,, 2, TPS-77, 2016, 2017-2018, (2)
" United States
", Jordan,, (100), AGM-114K HELLFIRE, 2017, 2018, (30)
" United States
", Jordan,, , FGM-148 Javelin, 2017, , 
" United States
", Jordan,, , DB-110, 2018, , 
" United States
", Kenya, 3, M28 Skytruck, Light transport ac, , , Second-hand
" United States
", Kenya,, (6), AE-2100, 2017, , 
" United States
", Kenya,, 6, MD-500E, 2018, , 
" United States
", Kuwait, (2), Patriot PAC-3, SAM/ABM system, 2017-2018, (2), $655 m deal |  probably Patriot PAC-3+ version
" United States
", Kuwait,, 14, AAQ-33 Sniper, (2016), , 
" United States
", Kuwait,, 18, AAQ-33 Sniper, 2016, , 
" United States
", Kuwait,, 218, M-1A2S, 2016, , 
" United States
", Kuwait,, (60), AIM-120C AMRAAM, 2018, , 
" United States
", Kuwait,, 28, F/A-18E Super Hornet, 2018, , 
" United States
", Kuwait,, , MIM-104F PAC-3, 2018, , 
" United States
", Latvia, 3, TPS-77, Air search radar, 2018, (1), TPS-77 MRR version
" United States
", Latvia,, 4, S-70/UH-60L, 2018, , 
" United States
", Lebanon, (18), Bell-205/UH-1 Huey-2, Helicopter, 2016-2017, (6), Second-hand UH-1H rebuilt to Huey-2 |  aid
" United States
", Lebanon,, (1000), M-712 Copperhead, (2015), 2015-2018, (1000)
" United States
", Lebanon,, 32, M-2 Bradley, (2016), 2017-2018, 32
" United States
", Lebanon,, (2000), WGU-59 APKWS, 2016, 2017-2018, (2000)
" United States
", Lebanon,, (100), AGM-114K HELLFIRE, 2017, , 
" United States
", Lebanon,, (1500), BGM-71F TOW-2B, 2017, 2018, (500)
" United States
", Lebanon,, 6, ScanEagle, 2017, , 
" United States
", Lebanon,, 6, MD-530G, 2018, , 
" United States
", Lithuania, (400), AIM-120C AMRAAM, BVRAAM, , , For NASAMS SAM systems
" United States
", Lithuania,, 2, MPQ-64 Sentinel, (2016), , 
" United States
", Lithuania,, , FGM-148 Javelin, 2018, , 
" United States
", Malaysia, 6, MD-530G, Combat helicopter, , , Delivery planned 2019
" United States
", Malaysia,, 24, M-109A5 155mm, 2018, , 
" United States
", Mexico, (11), PC-9, Trainer aircraft, 2016-2018, (11), MXN857 m deal |  T-6C+ armed version |  incl for combat role
" United States
", Mexico,, 6, Mk-54 MAKO, (2017), , 
" United States
", Mexico,, 6, RGM-84L Harpoon-2, (2017), , 
" United States
", Mexico,, 1, Cessna-208 Caravan, (2018), 2018, 1
" United States
", Mexico,, 1, Mk-56 VLS, (2018), , 
" United States
", Mexico,, (23), RIM-116A RAM, (2018), , 
" United States
", Mexico,, (8), RIM-162 ESSM, (2018), , 
" United States
", Morocco, (222), M-1A1 Abrams, Tank, 2016-2018, (222), Second-hand M-1A1 rebuilt to M-1A1SA before delivery
" United States
", Morocco,, (600), BGM-71 TOW, 2016, 2017-2018, (600)
" United States
", Morocco,, 2, King Air, 2016, 2018, 2
" United States
", Morocco,, (1200), BGM-71 TOW, 2017, 2018, (400)
" United States
", Morocco,, 162, M-1A1 Abrams, (2018), , 
" United States
", NATO**, 5, RQ-4A Global Hawk, UAV, , , Part of EUR1.2 b 'NATO AGS' programme |  delivery planned 2019
" United States
", NATO**,, 420, JDAM, 2017, 2018, (420)
" United States
", Nepal, 2, CT7, Turboprop, , , For 1 CN-235 transport aircraft from Indonesia
" United States
", Netherlands, 40, Mk-48 Mod-5 ADCAP, AS/ASW torpedo, 2015-2018, (20), Dutch Mk-48 rebuilt to Mk-48-7 version
" United States
", Netherlands,, 45, AIM-9X Sidewinder, 2014, 2016-2018, (45)
" United States
", Netherlands,, , RIM-162 ESSM Block-2, (2014), , 
" United States
", Netherlands,, , Standard Missile-2MR, 2015, 2018, (10)
" United States
", Netherlands,, 250, AGM-114K HELLFIRE, 2016, , 
" United States
", Netherlands,, 12, CH-47F Chinook, 2016, , 
" United States
", Netherlands,, (100), WGU-59 APKWS, (2016), 2018, (100)
" United States
", Netherlands,, 2, CH-47F Chinook, 2017, , 
" United States
", Netherlands,, , M-982 Excalibur, (2017), , 
" United States
", Netherlands,, 28, AH-64E Apache Guardian, 2018, , 
" United States
", Netherlands,, 4, MQ-9 Reaper, 2018, , 
" United States
", Netherlands,, , WGU-59 APKWS, (2018), , 
" United States
", New Zealand, 4, King Air, Light transport ac, 2018, (2), Lease |  for training and MP
" United States
", New Zealand,, 4, P-8A Poseidon, 2018, , 
" United States
", Nigeria, 4, Alpha Jet, Trainer/combat ac, 2015-2018, 4, Second-hand |  Alpha Jet-A version
" United States
", Nigeria,, (90), Power Stroke, 2016, 2017, (40)
" United States
", Nigeria,, (87), VT-400, 2016, 2017, (40)
" United States
", Nigeria,, (400), WGU-59 APKWS, (2017), , 
" United States
", Norway, 90, AIM-9X Sidewinder, SRAAM, 2018, (90), 
" United States
", Norway,, , JDAM, 2016, , 
" United States
", Norway,, (60), AIM-120C AMRAAM, (2017), , 
" United States
", Norway,, 5, P-8A Poseidon, 2017, , 
" United States
", Norway,, 1, CFM-56/F-108, 2018, , 
" United States
", Oman, (400), BGM-71F TOW-2B, Anti-tank missile, , , 
" United States
", Pakistan, 2, King Air-350 ISR, AGS aircraft, 2013-2018, (2), King Air-350 ISR version |  aid
" United States
", Pakistan,, (1000), AGM-114K HELLFIRE, 2015, , 
" United States
", Pakistan,, 12, AH-1Z Viper, 2015, , 
" United States
", Pakistan,, (30), MaxxPro, 2016, 2018, (10)
" United States
", Pakistan,, 4, LM-2500, (2018), , 
" United States
", Panama, 1, King Air-350 ISR, AGS aircraft, 2018, 1, $9.5 m deal |  for coast guard
" United States
", Philippines, (125), AGM-65 Maverick, ASM, 2017-2018, (75), For FA-50 combat aircraft
" United States
", Philippines,, 4, T-800, 2016, , 
" United States
", Philippines,, 6, ScanEagle, 2017, 2018, 6
" United States
", Philippines,, , Paveway, 2018, , 
" United States
", Philippines,, (16), S-70/UH-60L, (2018), , 
" United States
", Poland, 1, LM-2500, Gas turbine, , , For 1 MEKO-A100 (Project-621 Gawron-2) OPV from FRG
" United States
", Poland,, (68), AGM-158A JASSM, 2015, 2017-2018, (46)
" United States
", Poland,, (70), AGM-158B JASSM-ER, (2016), , 
" United States
", Poland,, (65), AIM-120C AMRAAM, (2016), 2018, (20)
" United States
", Poland,, (93), AIM-9X Sidewinder, 2016, 2018, (30)
" United States
", Poland,, (150), AIM-120C AMRAAM, (2017), , 
" United States
", Poland,, (8), F-124, 2018, , 
" United States
", Poland,, (1667), GMLRS, 2018, , 
" United States
", Poland,, (18), M-142 HIMARS, (2018), , 
" United States
", Poland,, (30), MGM-140A ATACMS, (2018), , 
" United States
", Poland,, 208, MIM-104F PAC-3, 2018, , 
" United States
", Poland,, (440), Paveway, (2018), , 
" United States
", Portugal, , RIM-162 ESSM Block-2, SAM, , , For modernized MEKO-200 (Vasco da Gama) frigates |  selected 2014 but probably not yet ordered by end-2018
" United States
", Portugal,, (100), JDAM, (2016), 2018, (100)
" United States
", Portugal,, (10), T-800, (2016), 2017-2018, (10)
" United States
", Qatar, (576), AGM-114K HELLFIRE, Anti-tank missile, , , For AH-64 combat helicopters
" United States
", Qatar,, 24, AH-64E Apache Guardian, (2014), , 
" United States
", Qatar,, (778), MIM-104F PAC-3, 2014, 2016-2018, (600)
" United States
", Qatar,, 10, Patriot PAC-3, 2014, 2015-2018, (9)
" United States
", Qatar,, (295), FIM-92 Stinger, (2015), , 
" United States
", Qatar,, (400), ISC, 2016, 2017-2018, (70)
" United States
", Qatar,, 200, AGM-154 JSOW, 2017, , 
" United States
", Qatar,, , AIM-120C AMRAAM, 2017, , 
" United States
", Qatar,, 200, AIM-9X Sidewinder, 2017, , 
" United States
", Qatar,, , F110, 2017, , 
" United States
", Qatar,, 36, F-15E Strike Eagle, 2017, , 
" United States
", Qatar,, (50), FGM-148 Javelin, 2017, 2018, (50)
" United States
", Qatar,, 1, FPS-132 UEWR, 2017, , 
" United States
", Qatar,, , AAQ-33 Sniper, 2018, , 
" United States
", Qatar,, 40, AIM-120C AMRAAM, (2018), , 
" United States
", Qatar,, , DB-110, 2018, , 
" United States
", Qatar,, (360), GMLRS, (2018), , 
" United States
", Qatar,, 7, M-142 HIMARS, 2018, 2018, (3)
" United States
", Qatar,, (85), RIM-116A RAM, 2018, , 
" United States
", Qatar,, 5000, WGU-59 APKWS, (2018), , 
" United States
", Romania, (22), AIM-9X Sidewinder, SRAAM, 2017-2018, (22), 
" United States
", Romania,, 12, 6V-53, (2016), 2018, (12)
" United States
", Romania,, 2, TPS-77, 2016, 2017-2018, (2)
" United States
", Romania,, 180, JDAM, 2017, , 
" United States
", Romania,, 56, MIM-104C PAC-2, 2017, , 
" United States
", Romania,, (168), MIM-104F PAC-3, 2017, , 
" United States
", Romania,, (7), Patriot PAC-3, 2017, , 
" United States
", Romania,, , GMLRS, 2018, , 
" United States
", Romania,, 18, M-142 HIMARS, 2018, , 
" United States
", Romania,, (54), MGM-140A ATACMS, 2018, , 
" United States
", Saudi Arabia, (193), AAQ-13 LANTIRN, Combat ac radar, 2016-2018, (64), For F-15SA combat aircraft
" United States
", Saudi Arabia,, (600), AGM-88 HARM, (2011), 2018, (100)
" United States
", Saudi Arabia,, (300), AIM-9X Sidewinder, (2011), 2012-2018, (270)
" United States
", Saudi Arabia,, 84, F-15SG, 2011, 2016-2018, (54)
" United States
", Saudi Arabia,, 70, F-15SG, 2011, 2016, 2
" United States
", Saudi Arabia,, (158), AAQ-33 Sniper, 2012, 2016-2018, (56)
" United States
", Saudi Arabia,, (25), F110, (2012), 2017-2018, (20)
" United States
", Saudi Arabia,, (400), RGM-84L Harpoon-2, (2012), 2016-2018, (220)
" United States
", Saudi Arabia,, (650), AGM-84H SLAM-ER, (2013), 2016-2018, (210)
" United States
", Saudi Arabia,, (500), AIM-120C AMRAAM, 2013, 2015-2018, (371)
" United States
", Saudi Arabia,, 1000, GBU-39 SDB, (2013), 2017-2018, (400)
" United States
", Saudi Arabia,, (355), AGM-154 JSOW, 2014, 2016-2018, (355)
" United States
", Saudi Arabia,, 24, AH-6S, 2014, 2016-2018, (24)
" United States
", Saudi Arabia,, (4941), BGM-71F TOW-2B, (2014), 2015-2018, (4941)
" United States
", Saudi Arabia,, (10747), BGM-71 TOW, 2014, 2015-2018, (10747)
" United States
", Saudi Arabia,, (742), C-9, 2014, , 
" United States
", Saudi Arabia,, (20), C-130J-30 Hercules, (2015), , 
" United States
", Saudi Arabia,, 10, MH-60R Seahawk, 2015, 2018, (5)
" United States
", Saudi Arabia,, (320), MIM-104F PAC-3, 2015, 2017-2018, (240)
" United States
", Saudi Arabia,, , Patriot PAC-3, 2015, 2017-2018, (2)
" United States
", Saudi Arabia,, (2645), JDAM, 2016, 2018, (2645)
" United States
", Saudi Arabia,, (2), King Air-350 ISR, 2016, , 
" United States
", Saudi Arabia,, (153), M-1A2S, 2016, 2018, (70)
" United States
", Saudi Arabia,, (20), M-88A2 HERCULES, (2016), 2018, (10)
" United States
", Saudi Arabia,, 618, AGM-154 JSOW, 2017, 2018, (130)
" United States
", Saudi Arabia,, 24, AH-64E Apache Guardian, 2017, , 
" United States
", Saudi Arabia,, (48), CH-47F Chinook, 2017, , 
" United States
", Saudi Arabia,, , F110, 2017, , 
" United States
", Saudi Arabia,, 4, MMSC, 2017, , 
" United States
", Saudi Arabia,, (10), PTDS, 2017, , 
" United States
", Saudi Arabia,, (100), RIM-116A RAM, (2017), , 
" United States
", Saudi Arabia,, (200), RIM-162 ESSM, (2017), , 
" United States
", Saudi Arabia,, 40, S-70/UH-60L, 2017, 2018, (10)
" United States
", Saudi Arabia,, (30), S-70/UH-60L, (2017), , 
" United States
", Saudi Arabia,, , MIM-104F PAC-3, 2018, , 
" United States
", Saudi Arabia,, , MIM-104F PAC-3, 2018, , 
" United States
", Saudi Arabia,, , MIM-104F PAC-3, 2018, , 
" United States
", Saudi Arabia,, 5, Mk-41, (2018), , 
" United States
", Saudi Arabia,, (6), P-8A Poseidon, (2018), , 
" United States
", Saudi Arabia,, (7), THAAD, (2018), , 
" United States
", Saudi Arabia,, (360), THAAD missile, (2018), , 
" United States
", Senegal, 2, CT7, Turboprop, , , For 1 CN-235 MP aircraft from Indonesia
" United States
", Senegal,, 25, ISC, (2017), 2018, (25)
" United States
", Senegal,, (4), FJ44-4, 2018, , 
" United States
", Senegal,, 2, TPE-331, 2018, , 
" United States
", Singapore, (450), C-9, Diesel engine, 2010-2018, (450), For AV-81 Terrex (Terrex-1) APC/IFV produced in Singapore
" United States
", Singapore,, 2, S-70B/SH-60B Seahawk, 2013, 2018, 2
" United States
", Singapore,, (10), CH-47F Chinook, (2016), , 
" United States
", Singapore,, , GBU-39 SDB, 2017, , 
" United States
", Singapore,, 6, TPQ-53, 2017, 2018, (3)
" United States
", Slovakia, 4, AE-2100, Turboprop, 2017-2018, 4, For 2 C-27J transport aircraft from Italy
" United States
", Slovakia,, 9, S-70/UH-60L, 2015, 2017-2018, 4
" United States
", Slovakia,, 30, AIM-120C AMRAAM, 2018, , 
" United States
", Slovakia,, (100), AIM-9X Sidewinder, 2018, , 
" United States
", Slovakia,, 14, F-16V, 2018, , 
" United States
", Slovenia, 38, L-ATV, APV, , , 
" United States
", South Korea, 36, LM-500, Gas turbine, 2008-2018, (36), For 18 Gumdoksuri (PKX or PKG-A) FAC produced in South Korea
" United States
", South Korea,, 8, Mk-15 Phalanx, (2012), 2018, 1
" United States
", South Korea,, 1, Mk-45-4 127mm, (2012), 2018, 1
" United States
", South Korea,, (18), RGM-84L Harpoon-2, (2012), 2016-2018, (18)
" United States
", South Korea,, (274), AIM-120C AMRAAM, (2014), 2016-2018, (274)
" United States
", South Korea,, (6), F135-100, 2014, 2018, (2)
" United States
", South Korea,, 40, F-35A Litening-2, 2014, 2018, (6)
" United States
", South Korea,, 9, Mk-15 Phalanx, 2014, , 
" United States
", South Korea,, (72), AIM-9X Sidewinder, (2015), 2018, (72)
" United States
", South Korea,, 134, APG-83 SABR, (2015), , 
" United States
", South Korea,, 38, C32, (2015), 2017, 2
" United States
", South Korea,, 32, LM-500, (2015), 2017, 2
" United States
", South Korea,, (136), MIM-104F PAC-3, 2015, 2017-2018, (100)
" United States
", South Korea,, 8, Patriot PAC-3, (2015), 2017-2018, (3)
" United States
", South Korea,, (240), F414, (2016), , 
" United States
", South Korea,, 3, SPY-1D, 2016, , 
" United States
", South Korea,, (17), Standard Missile-2MR, (2016), , 
" United States
", South Korea,, 290, JDAM, 2017, 2018, (290)
" United States
", South Korea,, (7), Mk-45-4 127mm, (2017), , 
" United States
", South Korea,, 60, AIM-9X Sidewinder, 2018, , 
" United States
", South Korea,, (542), GBU-39 SDB, (2018), , 
" United States
", South Korea,, , GMLRS, 2018, , 
" United States
", South Korea,, (64), MIM-104F PAC-3, (2018), , 
" United States
", South Korea,, 6, P-8A Poseidon, (2018), , 
